kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
12179;1640-1650;We,Su;RUS;M12 Spy Numbers;-CW;RUS;m;1;0107;3107
12179;0320-0330;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0106;3006
12179;0730-0740;Tu,Th;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0105;3105
12180;0954-1050;246;CUB;Cuban Spy Numbers;S;Am;;1;;[0621]
12180;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
12181;0740-0750;Tu,Th;RUS;M12 Spy Numbers;-CW;As;kh;1;0106;3006
12181;2130-2140;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0105;3105
12181;2130-2140;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0107;3107
12182;1510-1520;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0105;3006
12183;1200-1210;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0107;3107
12183;1240-1250;Tu,Su;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
12183;1130-1140;Mo,Sa;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0112;3112
12184;0820-0830;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0109;3009
12184;1015-1025;Mo-Fr;RUS;F01 Russian Spy Numbers;-TY;EEu;or;1;0102;2802
12184;1120-1130;We,Th;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0101;3101
12185;0035-0045;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0107;3107
12185;0135-0145;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0107;3107
12185;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
12186;1210-1220;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0111;3011
12186;1330-1340;Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0101;3101
12187;0600-0610;Mo,Tu;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0101;3101
12189;0400-0410;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0107;3107
12189;1850-1900;1WeFr;RUS;F01 Russian Spy Numbers;-TY;RUS;m;1;0105;3105
12189;1530-1540;Su;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0110;3110
12190;2200-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1220]
12190;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12190;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12190;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12190;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12190;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12190;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12190;1500-1600;;TWN;Sound of Hope;CA;FE;;1;;
12190;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12190;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12192;1540-1550;Mo,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0106;3006
12193;2150-2200;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0106;3006
12193;1120-1130;We,Th;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
12194;1840-1850;1WeFr;RUS;F01 Russian Spy Numbers;-TY;RUS;m;1;0104;3004
12194;0400-0410;Mo;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0106;3006
12194;1200-1210;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0105;3105
12194;0950-1000;Th,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0101;3101[0120]
12194;0950-1000;Th,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0105;3105
12194;1640-1650;Tu,Th;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0103;3103
12194;2120-2130;Tu,Su;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0107;3107
12194;1120-1130;Mo,Sa;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0111;3011
12195;0035-0045;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0102;2802
12195;0135-0145;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0102;2802
12196;1340-1350;Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0102;2802
12197;1720-1730;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0108;3108
12200;0500-0600;harm;CUB;Radio Habana Cuba;E;WNA;b;1;;
12200;0600-0700;harm;CUB;Radio Habana Cuba;E;WNA;b;1;;
12200;0700-0730;Su;CUB;Radio Habana Cuba;EO;WNA;b;1;;
12200;0700-0800;harm;CUB;Radio Habana Cuba;E;WNA;b;4;;
12200;0800-0830;Su;CUB;Radio Habana Cuba;EO;WNA;b;4;;[1120]
12200;1200-1300;harm;CUB;Radio Habana Cuba;S;CNA;b;2;;
12200;1300-1400;harm;CUB;Radio Habana Cuba;S;CNA;b;2;;
12202;0830-0840;Mo,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0620]
12202;0845-0855;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0420]
12202;0845-0855;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110
12206;1850-1900;1WeFr;RUS;F01 Russian Spy Numbers;-TY;RUS;m;1;0106;3006
12207;1220-1230;Tu,Su;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0112;3112
12209;0720-0730;Mo,We;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0104;3004
12209;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1119]
12210;2200-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1220]
12210;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12210;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12210;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12210;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12210;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12210;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12210;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12210;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12212;0400-0410;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0106;3006
12212;0000-2400;;USA;US National Guard ALE;;USA;;1;;[0120]
12213;1510-1520;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0107;3108
12214;1850-1900;1WeFr;RUS;F01 Russian Spy Numbers;-TY;RUS;m;1;0107;3107
12214;1700-1710;Tu;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0109;3009
12214;2110-2120;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0108;3108
12214;1150-1200;Mo,Sa;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0102;2802
12215;1650-1700;Tu;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0110;3110
12215;1710-1720;Tu;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0108;3108
12216;1340-1350;Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0108;3108
12216;0750-0800;Tu,Th;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0109;3009
12216;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;[1219]
12217;0640-0650;Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0105;3107
12217;0640-0650;Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0110;3110
12217;2000-2010;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0107;3107
12218;0400-0410;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0101;3101
12218;0800-0810;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0104;3004
12218;2210-2220;We,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0109;3009
12218;0300-0310;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0104;3004
12218;1920-1930;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0108;3108
12219;1940-1950;Mo,We;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0104;3004
12219;0400-0410;Mo;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0105;3105
12221;0920-0930;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0112;3112[1219]
12221;0035-0045;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0105;3105
12221;0135-0145;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0105;3105
12221;1220-1230;Tu,Su;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0101;3101
12222;0000-2400;;USA;COTHEN ALE;;USA;;1;;[0120]
12223;1700-1710;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0107;3107
12223;0620-0630;We;RUS;F06 Russian Spy Numbers;-TY;As;c;1;0108;3108
12225;0000-2400;;USA;NTA Emergency ALE Net;;USA;;1;;
12226;1200-1210;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0106;3006
12226;0820-0830;We;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0104;3004
12226;1240-1250;We,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0101;3101
12227;1640-1650;We,Su;RUS;M12 Spy Numbers;-CW;RUS;m;1;0109;3009
12227;0930-0940;Th,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0106;3006
12227;2120-2130;Tu,Su;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0106;3006
12228;0820-0830;We;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0108;3108
12228;1550-1600;Su;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0108;3108
12229;1650-1700;Fr,Su;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0619]
12230;2130-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1220]
12230;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12230;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12230;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12230;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12230;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12230;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12230;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
12230;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
12230;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12230;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12230;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12230;0000-2400;;G;DHFCS Forest Moor ALE;;ME;/CYP-a;1;;
12235;0920-0930;;INS;P50 Belawan Radio Met;-CW;INS;bw;1;;[0119]
12245;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;
12248;0000-2400;;GEO;Georgia Coast Guard ALE;;GEO;;1;;
12251;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
12255;0000-2400;;IRL;Reflections Europe;E;Eu;xx;1;;
12267;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
12271.6;0000-2400;;I;IDN Ital.Navy STANAG;;SEu;sr;1;;
12290;0000-2400;;E;Madrid Radio;S;SEu;tj;1;;
12290;0000-2400;;HKG;VRC Marine Rescue Radio;E;FE;m;1;;
12311;0000-2400;;F;Fr. Air Force E-3F ALE;;Eu;av;1;;
12313;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ev;1;;
12313;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;
12313.2;0000-2400;;I;IDN Ital.Navy STANAG;;SEu;sr;1;;
12332;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
12337;2100-1200;;RUS;REA4 AirForce Meteo x40;-CW;NAs;xx;1;0105;3108
12345;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12345;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12345;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12345;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12345;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12345;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12345;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12345;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12345;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12350;1230-1300;;USA;WCY Marine Weather Ctr;E;ENA;LL;2;;
12350;1230-1300;;USA;WCY Marine Weather Ctr;E;Car;LL;5;;[0819]
12350;1300-1330;;USA;WCY Marine Weather Ctr;E;CAm;LL;5;;[0918]
12350;1330-1400;;USA;WCY Marine Weather Ctr;E;CAm;LL;4;;
12352;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;
12353;0405-0420;;NZL;Pacific Maritime Radio;E;WOc;ru;1;;
12356;0303-0335;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
12356;0333-0405;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
12356;0803-0835;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
12356;0903-0935;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;[1119]
12356;1503-1535;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;[0914]
12356;1533-1605;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
12356;2003-2035;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
12356;2103-2135;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
12356;0000-2400;;USA;CruiseEmail;-CW;SAO;/B-sy;1;;
12356;0000-2400;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;[0914]
12359;1802-1812;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;[0616]
12359;1732-1742;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;[0616]
12359;1832-1842;;VTN;Ho Chi Minh City R.XVS;E;SEA;hc;1;;[0616]
12362;0000-2400;;AUS;VMW Wiluna WA;E;AUS;w;1;;[0420]
12365;0800-2100;;AUS;VMC Charleville QL;E;AUS;c;1;;[0321]
12365;2100-0800;;AUS;VMC Charleville QL;E;AUS;c;1;;[0718]
12365;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12365;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12365;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12365;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12365;1300-1400;;TWN;Sound of Hope;M;FE;;1;;[0621]
12365;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12365;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
12365;2100-2130;;TWN;Sound of Hope;M;FE;;1;;
12365;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12365;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12365;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12365;1000-1010;We;UKR;S06s Spy Numbers;R;UKR;rv;1;0111;2802[1118]
12367;0000-2400;;SEN;6WW French Navy STANAG;F;WAf;r;1;;
12382;0000-2400;;CHN;XSG Shanghai Radio Fax;M;FE;sh;1;;[0419]
12382.8;0000-2400;;I;IDN Ital.Navy STANAG;;SEu;sr;1;;
12383;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
12385;0835-0840;Tu,Th;POL;F03j Polish Spy Numbers;-TY;;p;1;0105;3108
12385;1800-1805;Tu,Th;POL;F03l Polish Spy Numbers;-TY;;p;1;0105;3108
12385;1410-1415;Mo,Su;POL;P03 Polish Spy Numbers;-TY;;p;1;0105;3108
12397;0810-0815;Mo,Fr;POL;F03j Polish Spy Numbers;-TY;;p;1;0106;3108
12410.6;0000-2400;;G;UK MoD DHFCS STANAG;;ME;/CYP-a;1;;
12412.5;0340-0610;;ALS;NOJ Fax Kodiak;;WNA;k;1;;[0416]
12412.5;0950-1210;;ALS;NOJ Fax Kodiak;;WNA;k;1;;
12412.5;1540-1820;;ALS;NOJ Fax Kodiak;;WNA;k;1;;[0217]
12412.5;2150-0030;;ALS;NOJ Fax Kodiak;;WNA;k;1;;[0416]
12415;1200-1210;Th;UKR;S06s Spy Numbers;R;UKR;rv;1;0103;3004[0419]
12415;1200-1210;Th;UKR;S06s Spy Numbers;R;UKR;rv;1;0109;3110[1019]
12430;2100-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0120]
12430;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12430;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12430;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12430;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12430;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12430;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12430;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
12430;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
12430;2100-2130;;TWN;Sound of Hope;M;FE;;1;;
12430;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12430;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12430;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12431;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;
12436.5;0000-2400;;J;JFX Kagoshima Fishery;-CW;FE;k;1;;[0319]
12457;1850-1900;We,Sa;POL;S11a Polish Spy Numbers;R;;p;1;0105;3108[0719]
12459;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;
12460;0800-0810;1.Sa;UKR;S06s Spy Numbers;R;UKR;rv;1;0105;3108
12500;2130-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0621]
12500;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12500;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12500;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12500;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12500;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12500;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12500;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
12500;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
12500;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12500;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12500;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12550;2130-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1220]
12550;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12550;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12550;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12550;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12550;1300-1400;;TWN;Sound of Hope;M;FE;;1;;[0621]
12550;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12550;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
12550;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
12550;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12550;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12550;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12557;0000-2400;;TUR;TAH Turk Radio Istanbul;-TY;ME;is;1;;[1119]
12560;0840-0850;We;UKR;S06s Spy Numbers;R;UKR;rv;1;0105;3108[0817]
12570;0640-0650;Fr;UKR;S06s Spy Numbers;R;UKR;rv;1;0111;2802
12579;1100-1110;;ARG;L2C Buenos Aires Radio;-TY;SAm;g;1;;[1116]
12579;1900-1910;;ARG;L2C Buenos Aires Radio;S;SAm;g;1;;
12579;2100-2110;;ARG;L2C Buenos Aires Radio;S;SAm;g;1;;[0616]
12579;0230-0240;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
12579;0500-0510;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
12579;0900-0940;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
12579;1500-1510;;GUM;NRV NAVTEX Guam;E;WOc;;1;;[0216]
12579;1900-1910;;GUM;NRV NAVTEX Guam;E;WOc;;1;;[1014]
12579;2315-2325;;GUM;NRV NAVTEX Guam;E;WOc;;1;;
12579;0130-0140;;HWA;NMO NAVTEX Honolulu;E;Oc;nm;1;;
12579;0730-0740;;HWA;NMO NAVTEX Honolulu;E;Oc;nm;1;;
12579;1330-1340;;HWA;NMO NAVTEX Honolulu;E;Oc;nm;1;;
12579;2030-2040;;HWA;NMO NAVTEX Honolulu;E;Oc;nm;1;;
12579;0140-0150;;USA;NMF NAVTEX Boston MA;;ENA;bo;1;;
12579;1630-1640;;USA;NMF NAVTEX Boston MA;;ENA;bo;1;;
12581.5;0000-2400;;CHN;XSV Tianjin Radio;-TY;FE;tj;1;;[0217]
12586;0700-0715;;RUS;Murmansk R. UDK (MTK-2);-TY;EEu;mm;1;;[0219]
12587;0000-2400;;DJI;FUV French Navy STANAG;F;EAf;i;1;;
12603.5;0000-2400;;GRC;SVO Olimpia Radio;-TY;SEu;o;1;;[1119]
12615;0000-2400;;CHL;Gendarmeria Chile ALE;;CHL;;1;;
12622.5;0000-2400;;CHN;XSQ Guangzhou Radio;-TY;FE;gx;1;;
12624;0000-2400;;TUR;TAH Turk Radio Istanbul;-CW;ME;is;1;;[0519]
12629;0000-2400;;TUR;TAH Turk Radio Istanbul;-CW;ME;is;1;;[0716]
12637.5;0000-2400;;CHN;XSG Shanghai Radio;-TY;FE;sh;1;;[1119]
12648.5;0000-2400;;CHN;XSQ Guangzhou Radio;-TY;FE;gx;1;;[1119]
12654;0000-2400;;TUR;TAH Turk Radio Istanbul;-CW;ME;is;1;;[0519]
12655;0000-2400;;SEN;6WW French Navy STANAG;F;WAf;r;1;;
12661.2;0000-2400;;D;DHJ58 Marine STANAG;;Eu;gl;1;;[0616]
12664.5;0000-2400;;OCE;FUM French Navy STANAG;F;Oc;ma;1;;[0616]
12665;0745-0910;;B;PWZ33 Rio dJ Meteo Fax;;SAm;rw;1;;
12665;1630-1755;;B;PWZ33 Rio dJ Meteo Fax;;SAm;rw;1;;
12666.5;0000-2400;;F;FUG French Navy STANAG;F;Eu;to;1;;[0919]
12678;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;
12681;0000-2400;;B;Brazilian Navy;P;SAO;;1;;[1219]
12691.5;0000-2400;;REU;FUX French Navy STANAG;F;EAf;su;1;;[0519]
12695.5;1800-2400;Sa;USA;KFS Point Reyes, CA;-CW;WNA;pr;2;;
12700;0000-2400;;CHN;XSQ Guangzhou Radio x30;M;FE;gx;1;;
12704.5;0000-2400;;J;JFX Kagoshima Fishery;-CW;FE;k;1;;[0619]
12704.5;0000-2400;;POR;CTA NATO STANAG;;SEu;ms;1;;[1216]
12709;0230-0245;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
12709;0400-0415;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
12709;0600-0615;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
12709;1430-1445;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
12709;1845-1900;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
12709;2130-2145;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
12713;0000-2400;;DJI;FUV French Navy STANAG;F;EAf;i;1;;
12724;0000-2400;;OCE;FUM French Navy STANAG;F;Oc;ma;1;;
12730;0000-2400;;F;FUG French Navy STANAG;F;Eu;sa;1;;
12735;0000-2400;;POR;CTA NATO STANAG;;SEu;ms;1;;[0119]
12736;0000-2400;;G;UK DHFCS STANAG;;WEu;ic;1;;[1119]
12745.5;0000-0300;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
12745.5;0430-0800;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;[0418]
12745.5;1100-1230;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;[0717]
12745.5;1335-1530;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;[0918]
12745.5;1645-2000;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;[1018]
12745.5;2215-2245;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
12750;1400-1600;;USA;NMF Fax Boston MA;;ENA;bo;1;;[0418]
12750;1720-2251;;USA;NMF Fax Boston MA;;ENA;bo;1;;[1014]
12752;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;
12775;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12775;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12775;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12775;1000-1300;;TWN;Sound of Hope;M;FE;;1;;
12775;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12775;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12775;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12775;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12786;0140-0415;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;
12786;0655-1015;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;[0717]
12786;1120-1235;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;
12786;1400-1615;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;[0917]
12786;1820-1840;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;
12786;1840-2215;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;[0217]
12786;2320-2400;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;
12788;0330-0405;;USA;NMG USCG New Orleans;E;NAm;nm;1;;
12788;0515-0550;;USA;NMG USCG New Orleans;E;NAm;nm;1;;
12788;0930-1005;;USA;NMG USCG New Orleans;E;NAm;nm;1;;[0814]
12788;1115-1150;;USA;NMG USCG New Orleans;E;NAm;nm;1;;[0314]
12788;1530-1605;;USA;NMG USCG New Orleans;E;NAm;nm;1;;
12788;1715-1750;;USA;NMG USCG New Orleans;E;NAm;nm;1;;[1118]
12788;2130-2245;;USA;NMG USCG New Orleans;E;NAm;nm;1;;[0220]
12788;2315-2350;;USA;NMG USCG New Orleans;E;NAm;nm;1;;
12789.9;0000-0305;;USA;NMG Fax New Orleans;;Car;nm;1;;[1219]
12789.9;0600-0855;;USA;NMG Fax New Orleans;;Car;nm;1;;
12789.9;1200-1505;;USA;NMG Fax New Orleans;;Car;nm;1;;[0917]
12789.9;1800-2105;;USA;NMG Fax New Orleans;;Car;nm;1;;[0217]
12795;2130-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0620]
12795;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12795;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12795;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12795;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12795;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12795;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12795;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
12795;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12795;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12795;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12804.2;0000-2400;;CAN;CKN Aldergrove STANAG;;WNA;al;1;;[1219]
